SIC Code,SIC Description ,NAICS Code ,NAICS Description ,Industry,Sector,Sub-sector
7819,Services Allied To Motion Pictures,541214,Payroll Services ,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
7819,Services Allied To Motion Pictures,541690,Other Scientific and Technical Consulting Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Management, Scientific, and Technical Consulting Services"
7819,Services Allied To Motion Pictures,561311,Employment Placement Agencies ,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Employment Services
7819,Services Allied To Motion Pictures,711510,"Independent Artists, Writers, and Performers ","Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Independent Artists, Writers, and Performers"
7822,Motion Picture and Tape Distribution,423990,Other Miscellaneous Durable Goods Merchant Wholesalers ,Wholesale Trade,"Merchant Wholesalers, Durable Goods",Miscellaneous Durable Goods Merchant Wholesalers
7822,Motion Picture and Tape Distribution,512120,Motion Picture and Video Distribution,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries
7829,Motion Picture Distribution Services,512120,Motion Picture and Video Distribution,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries
7829,Motion Picture Distribution Services,512199,Other Motion Picture and Video Industries ,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries
7829,Motion Picture Distribution Services,519120,Libraries and Archives ,Information,Other Information Services,Other Information Services
7832,"Motion Picture Theaters, Except Drive-in",512131,Motion Picture Theaters (except Drive-Ins) ,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries
7833,Drive-in Motion Picture Theaters,512132,Drive-In Motion Picture Theaters ,Information,Motion Picture and Sound Recording Industries,Motion Picture and Video Industries
7841,Video Tape Rental,532282,Video Tape and Disc Rental,Real Estate and Rental and Leasing,Rental and Leasing Services,Consumer Goods Rental
7911,"Dance Studios, Schools, and Halls",611610,Fine Arts Schools ,Educational Services,Educational Services,Other Schools and Instruction
7911,"Dance Studios, Schools, and Halls",713990,All Other Amusement and Recreation Industries ,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries
7922,Theatrical Producers and Services,512290,Other Sound Recording Industries,Information,Motion Picture and Sound Recording Industries,Sound Recording Industries
7922,Theatrical Producers and Services,532490,Other Commercial and Industrial Machinery and Equipment Rental and Leasing ,Real Estate and Rental and Leasing,Rental and Leasing Services,Commercial and Industrial Machinery and Equipment Rental and Leasing
7922,Theatrical Producers and Services,561311,Employment Placement Agencies ,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Employment Services
7922,Theatrical Producers and Services,561599,All Other Travel Arrangement and Reservation Services ,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Travel Arrangement and Reservation Services
7922,Theatrical Producers and Services,711110,Theater Companies and Dinner Theaters ,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Performing Arts Companies
7922,Theatrical Producers and Services,711120,Dance Companies ,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Performing Arts Companies
7922,Theatrical Producers and Services,711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ","Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Promoters of Performing Arts, Sports, and Similar Events"
7922,Theatrical Producers and Services,711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ","Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Promoters of Performing Arts, Sports, and Similar Events"
7922,Theatrical Producers and Services,711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
7922,Theatrical Producers and Services,711510,"Independent Artists, Writers, and Performers ","Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Independent Artists, Writers, and Performers"
7929,Entertainers and Entertainment Groups,711130,Musical Groups and Artists ,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Performing Arts Companies
7929,Entertainers and Entertainment Groups,711190,Other Performing Arts Companies ,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Performing Arts Companies
7929,Entertainers and Entertainment Groups,711510,"Independent Artists, Writers, and Performers ","Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Independent Artists, Writers, and Performers"
7933,Bowling Centers,713950,Bowling Centers,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries
7941,"Sports Clubs, Managers, and Promoters",711211,Sports Teams and Clubs ,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Spectator Sports
7941,"Sports Clubs, Managers, and Promoters",711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ","Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Promoters of Performing Arts, Sports, and Similar Events"
7941,"Sports Clubs, Managers, and Promoters",711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ","Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Promoters of Performing Arts, Sports, and Similar Events"
7941,"Sports Clubs, Managers, and Promoters",711410,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures"
7948,"Racing, Including Track Operation",711212,Racetracks ,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Spectator Sports
7948,"Racing, Including Track Operation",711219,Other Spectator Sports ,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Spectator Sports
7991,Physical Fitness Facilities,713940,Fitness and Recreational Sports Centers ,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries
7992,Public Golf Courses,713910,Golf Courses and Country Clubs,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries
7993,Coin-operated Amusement Devices,713120,Amusement Arcades,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Amusement Parks and Arcades
7993,Coin-operated Amusement Devices,713290,Other Gambling Industries ,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Gambling Industries
7993,Coin-operated Amusement Devices,713990,All Other Amusement and Recreation Industries ,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries
7996,Amusement Parks,713110,Amusement and Theme Parks ,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Amusement Parks and Arcades
7997,Membership Sports and Recreation Clubs,481219,Other Nonscheduled Air Transportation ,Transportation and Warehousing,Air Transportation,Nonscheduled Air Transportation
7997,Membership Sports and Recreation Clubs,488119,Other Airport Operations ,Transportation and Warehousing,Support Activities for Transportation,Support Activities for Air Transportation
7997,Membership Sports and Recreation Clubs,713910,Golf Courses and Country Clubs,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries
7997,Membership Sports and Recreation Clubs,713940,Fitness and Recreational Sports Centers ,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries
7997,Membership Sports and Recreation Clubs,713990,All Other Amusement and Recreation Industries ,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries
7999,"Amusement and Recreation, Nec",487110,"Scenic and Sightseeing Transportation, Land",Transportation and Warehousing,Scenic and Sightseeing Transportation,"Scenic and Sightseeing Transportation, Land"
7999,"Amusement and Recreation, Nec",487210,"Scenic and Sightseeing Transportation, Water",Transportation and Warehousing,Scenic and Sightseeing Transportation,"Scenic and Sightseeing Transportation, Water"
7999,"Amusement and Recreation, Nec",487990,"Scenic and Sightseeing Transportation, Other",Transportation and Warehousing,Scenic and Sightseeing Transportation,"Scenic and Sightseeing Transportation, Other"
7999,"Amusement and Recreation, Nec",532284,Recreational Goods Rental ,Real Estate and Rental and Leasing,Rental and Leasing Services,Consumer Goods Rental
7999,"Amusement and Recreation, Nec",561599,All Other Travel Arrangement and Reservation Services ,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Travel Arrangement and Reservation Services
7999,"Amusement and Recreation, Nec",611620,Sports and Recreation Instruction ,Educational Services,Educational Services,Other Schools and Instruction
7999,"Amusement and Recreation, Nec",611699,All Other Miscellaneous Schools and Instruction ,Educational Services,Educational Services,Other Schools and Instruction
7999,"Amusement and Recreation, Nec",711190,Other Performing Arts Companies ,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Performing Arts Companies
7999,"Amusement and Recreation, Nec",711219,Other Spectator Sports ,"Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries",Spectator Sports
7999,"Amusement and Recreation, Nec",711310,"Promoters of Performing Arts, Sports, and Similar Events with Facilities ","Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Promoters of Performing Arts, Sports, and Similar Events"
7999,"Amusement and Recreation, Nec",711320,"Promoters of Performing Arts, Sports, and Similar Events without Facilities ","Arts, Entertainment, and Recreation","Performing Arts, Spectator Sports, and Related Industries","Promoters of Performing Arts, Sports, and Similar Events"
7999,"Amusement and Recreation, Nec",712190,Nature Parks and Other Similar Institutions,"Arts, Entertainment, and Recreation","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions"
7999,"Amusement and Recreation, Nec",713210,Casinos (except Casino Hotels),"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Gambling Industries
7999,"Amusement and Recreation, Nec",713290,Other Gambling Industries ,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Gambling Industries
7999,"Amusement and Recreation, Nec",713920,Skiing Facilities,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries
7999,"Amusement and Recreation, Nec",713940,Fitness and Recreational Sports Centers ,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries
7999,"Amusement and Recreation, Nec",713990,All Other Amusement and Recreation Industries ,"Arts, Entertainment, and Recreation","Amusement, Gambling, and Recreation Industries",Other Amusement and Recreation Industries
7999,"Amusement and Recreation, Nec",812990,All Other Personal Services ,Other Services (except Public Administration),Personal and Laundry Services,Other Personal Services
8011,Offices and Clinics of Medical Doctors,621111,Offices of Physicians (except Mental Health Specialists) ,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Physicians
8011,Offices and Clinics of Medical Doctors,621112,"Offices of Physicians, Mental Health Specialists ",Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Physicians
8011,Offices and Clinics of Medical Doctors,621491,HMO Medical Centers ,Health Care and Social Assistance,Ambulatory Health Care Services,Outpatient Care Centers
8011,Offices and Clinics of Medical Doctors,621493,Freestanding Ambulatory Surgical and Emergency Centers ,Health Care and Social Assistance,Ambulatory Health Care Services,Outpatient Care Centers
8021,Offices and Clinics of Dentists,621210,Offices of Dentists ,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Dentists
8031,Offices and Clinics of Osteopathic Physicians,621111,Offices of Physicians (except Mental Health Specialists) ,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Physicians
8031,Offices and Clinics of Osteopathic Physicians,621112,"Offices of Physicians, Mental Health Specialists ",Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Physicians
8041,Offices and Clinics of Chiropractors,621310,Offices of Chiropractors ,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Other Health Practitioners
8042,Offices and Clinics of Optometrists,621320,Offices of Optometrists,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Other Health Practitioners
8043,Offices and Clinics of Podiatrists,621391,Offices of Podiatrists ,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Other Health Practitioners
8049,Offices of Health Practitioner,621330,Offices of Mental Health Practitioners (except Physicians) ,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Other Health Practitioners
8049,Offices of Health Practitioner,621340,"Offices of Physical, Occupational and Speech Therapists, and Audiologists ",Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Other Health Practitioners
8049,Offices of Health Practitioner,621399,Offices of All Other Miscellaneous Health Practitioners ,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Other Health Practitioners
8051,Skilled Nursing Care Facilities,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,Health Care and Social Assistance,Nursing and Residential Care Facilities,Nursing Care Facilities (Skilled Nursing Facilities)
8051,Skilled Nursing Care Facilities,623210,Residential Intellectual and Developmental Disability Facilities ,Health Care and Social Assistance,Nursing and Residential Care Facilities,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities"
8051,Skilled Nursing Care Facilities,623311,Continuing Care Retirement Communities ,Health Care and Social Assistance,Nursing and Residential Care Facilities,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly
8052,Intermediate Care Facilities,623110,Nursing Care Facilities (Skilled Nursing Facilities) ,Health Care and Social Assistance,Nursing and Residential Care Facilities,Nursing Care Facilities (Skilled Nursing Facilities)
8052,Intermediate Care Facilities,623210,Residential Intellectual and Developmental Disability Facilities ,Health Care and Social Assistance,Nursing and Residential Care Facilities,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities"
8052,Intermediate Care Facilities,623311,Continuing Care Retirement Communities ,Health Care and Social Assistance,Nursing and Residential Care Facilities,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly
8059,"Nursing and Personal Care, Nec",623110,Nursing Care Facilities (Skilled Nursing Facilities) ,Health Care and Social Assistance,Nursing and Residential Care Facilities,Nursing Care Facilities (Skilled Nursing Facilities)
8059,"Nursing and Personal Care, Nec",623210,Residential Intellectual and Developmental Disability Facilities ,Health Care and Social Assistance,Nursing and Residential Care Facilities,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities"
8059,"Nursing and Personal Care, Nec",623311,Continuing Care Retirement Communities ,Health Care and Social Assistance,Nursing and Residential Care Facilities,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly
8062,General Medical and Surgical Hospitals,622110,General Medical and Surgical Hospitals ,Health Care and Social Assistance,Hospitals,General Medical and Surgical Hospitals
8063,Psychiatric Hospitals,622210,Psychiatric and Substance Abuse Hospitals ,Health Care and Social Assistance,Hospitals,Psychiatric and Substance Abuse Hospitals
8069,"Specialty Hospitals, Except Psychiatric",622110,General Medical and Surgical Hospitals ,Health Care and Social Assistance,Hospitals,General Medical and Surgical Hospitals
8069,"Specialty Hospitals, Except Psychiatric",622210,Psychiatric and Substance Abuse Hospitals ,Health Care and Social Assistance,Hospitals,Psychiatric and Substance Abuse Hospitals
8069,"Specialty Hospitals, Except Psychiatric",622310,Specialty (except Psychiatric and Substance Abuse) Hospitals ,Health Care and Social Assistance,Hospitals,Specialty (except Psychiatric and Substance Abuse) Hospitals
8071,Medical Laboratories,621511,Medical Laboratories ,Health Care and Social Assistance,Ambulatory Health Care Services,Medical and Diagnostic Laboratories
8071,Medical Laboratories,621512,Diagnostic Imaging Centers ,Health Care and Social Assistance,Ambulatory Health Care Services,Medical and Diagnostic Laboratories
8072,Dental Laboratories,339116,Dental Laboratories ,Manufacturing,Miscellaneous Manufacturing,Medical Equipment and Supplies Manufacturing
8082,Home Health Care Services,621610,Home Health Care Services,Health Care and Social Assistance,Ambulatory Health Care Services,Home Health Care Services
8092,Kidney Dialysis Centers,621492,Kidney Dialysis Centers ,Health Care and Social Assistance,Ambulatory Health Care Services,Outpatient Care Centers
8093,"Specialty Outpatient Clinics, Nec",621399,Offices of All Other Miscellaneous Health Practitioners ,Health Care and Social Assistance,Ambulatory Health Care Services,Offices of Other Health Practitioners
8093,"Specialty Outpatient Clinics, Nec",621410,Family Planning Centers ,Health Care and Social Assistance,Ambulatory Health Care Services,Outpatient Care Centers
8093,"Specialty Outpatient Clinics, Nec",621420,Outpatient Mental Health and Substance Abuse Centers ,Health Care and Social Assistance,Ambulatory Health Care Services,Outpatient Care Centers
8093,"Specialty Outpatient Clinics, Nec",621498,All Other Outpatient Care Centers ,Health Care and Social Assistance,Ambulatory Health Care Services,Outpatient Care Centers
8099,"Health and Allied Services, Nec",541430,Graphic Design Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Specialized Design Services
8099,"Health and Allied Services, Nec",541922,Commercial Photography ,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Other Professional, Scientific, and Technical Services"
8099,"Health and Allied Services, Nec",621410,Family Planning Centers ,Health Care and Social Assistance,Ambulatory Health Care Services,Outpatient Care Centers
8099,"Health and Allied Services, Nec",621991,Blood and Organ Banks ,Health Care and Social Assistance,Ambulatory Health Care Services,Other Ambulatory Health Care Services
8099,"Health and Allied Services, Nec",621999,All Other Miscellaneous Ambulatory Health Care Services ,Health Care and Social Assistance,Ambulatory Health Care Services,Other Ambulatory Health Care Services
8111,Legal Services,541110,Offices of Lawyers,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Legal Services
8211,Elementary and Secondary Schools,611110,Elementary and Secondary Schools ,Educational Services,Educational Services,Elementary and Secondary Schools
8221,Colleges and Universities,611310,"Colleges, Universities, and Professional Schools ",Educational Services,Educational Services,"Colleges, Universities, and Professional Schools"
8222,Junior Colleges,611210,Junior Colleges ,Educational Services,Educational Services,Junior Colleges
8231,Libraries,519120,Libraries and Archives ,Information,Other Information Services,Other Information Services
8243,Data Processing Schools,611420,Computer Training ,Educational Services,Educational Services,Business Schools and Computer and Management Training
8243,Data Processing Schools,611519,Other Technical and Trade Schools ,Educational Services,Educational Services,Technical and Trade Schools
8244,Business and Secretarial Schools,611410,Business and Secretarial Schools ,Educational Services,Educational Services,Business Schools and Computer and Management Training
8249,"Vocational Schools, Nec",611512,Flight Training ,Educational Services,Educational Services,Technical and Trade Schools
8249,"Vocational Schools, Nec",611513,Apprenticeship Training ,Educational Services,Educational Services,Technical and Trade Schools
8249,"Vocational Schools, Nec",611519,Other Technical and Trade Schools ,Educational Services,Educational Services,Technical and Trade Schools
8299,Schools and Educational Services,611430,Professional and Management Development Training ,Educational Services,Educational Services,Business Schools and Computer and Management Training
8299,Schools and Educational Services,611512,Flight Training ,Educational Services,Educational Services,Technical and Trade Schools
8299,Schools and Educational Services,611519,Other Technical and Trade Schools ,Educational Services,Educational Services,Technical and Trade Schools
8299,Schools and Educational Services,611610,Fine Arts Schools ,Educational Services,Educational Services,Other Schools and Instruction
8299,Schools and Educational Services,611620,Sports and Recreation Instruction ,Educational Services,Educational Services,Other Schools and Instruction
8299,Schools and Educational Services,611630,Language Schools ,Educational Services,Educational Services,Other Schools and Instruction
8299,Schools and Educational Services,611691,Exam Preparation and Tutoring ,Educational Services,Educational Services,Other Schools and Instruction
8299,Schools and Educational Services,611692,Automobile Driving Schools ,Educational Services,Educational Services,Other Schools and Instruction
8299,Schools and Educational Services,611699,All Other Miscellaneous Schools and Instruction ,Educational Services,Educational Services,Other Schools and Instruction
8299,Schools and Educational Services,611710,Educational Support Services,Educational Services,Educational Services,Educational Support Services
8322,Individual and Family Services,624110,Child and Youth Services ,Health Care and Social Assistance,Social Assistance,Individual and Family Services
8322,Individual and Family Services,624120,Services for the Elderly and Persons with Disabilities ,Health Care and Social Assistance,Social Assistance,Individual and Family Services
8322,Individual and Family Services,624190,Other Individual and Family Services ,Health Care and Social Assistance,Social Assistance,Individual and Family Services
8322,Individual and Family Services,624210,Community Food Services ,Health Care and Social Assistance,Social Assistance,"Community Food and Housing, and Emergency and Other Relief Services"
8322,Individual and Family Services,624221,Temporary Shelters ,Health Care and Social Assistance,Social Assistance,"Community Food and Housing, and Emergency and Other Relief Services"
8322,Individual and Family Services,624229,Other Community Housing Services ,Health Care and Social Assistance,Social Assistance,"Community Food and Housing, and Emergency and Other Relief Services"
8322,Individual and Family Services,624230,Emergency and Other Relief Services ,Health Care and Social Assistance,Social Assistance,"Community Food and Housing, and Emergency and Other Relief Services"
8322,Individual and Family Services,922150,Parole Offices and Probation Offices ,Public Administration,"Justice, Public Order, and Safety Activities","Justice, Public Order, and Safety Activities"
8331,Job Training and Related Services,624310,Vocational Rehabilitation Services ,Health Care and Social Assistance,Social Assistance,Vocational Rehabilitation Services
8351,Child Day Care Services,624410,Child Day Care Services ,Health Care and Social Assistance,Social Assistance,Child Day Care Services
8361,Residential Care,623210,Residential Intellectual and Developmental Disability Facilities ,Health Care and Social Assistance,Nursing and Residential Care Facilities,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities"
8361,Residential Care,623220,Residential Mental Health and Substance Abuse Facilities ,Health Care and Social Assistance,Nursing and Residential Care Facilities,"Residential Intellectual and Developmental Disability, Mental Health, and Substance Abuse Facilities"
8361,Residential Care,623312,Assisted Living Facilities for the Elderly ,Health Care and Social Assistance,Nursing and Residential Care Facilities,Continuing Care Retirement Communities and Assisted Living Facilities for the Elderly
8361,Residential Care,623990,Other Residential Care Facilities ,Health Care and Social Assistance,Nursing and Residential Care Facilities,Other Residential Care Facilities
8399,"Social Services, Nec",813212,Voluntary Health Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Grantmaking and Giving Services
8399,"Social Services, Nec",813219,Other Grantmaking and Giving Services ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Grantmaking and Giving Services
8399,"Social Services, Nec",813311,Human Rights Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Social Advocacy Organizations
8399,"Social Services, Nec",813312,"Environment, Conservation and Wildlife Organizations ",Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Social Advocacy Organizations
8399,"Social Services, Nec",813319,Other Social Advocacy Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Social Advocacy Organizations
8412,Museums and Art Galleries,712110,Museums ,"Arts, Entertainment, and Recreation","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions"
8412,Museums and Art Galleries,712120,Historical Sites,"Arts, Entertainment, and Recreation","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions"
8422,Botanical and Zoological Gardens,712130,Zoos and Botanical Gardens ,"Arts, Entertainment, and Recreation","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions"
8422,Botanical and Zoological Gardens,712190,Nature Parks and Other Similar Institutions,"Arts, Entertainment, and Recreation","Museums, Historical Sites, and Similar Institutions","Museums, Historical Sites, and Similar Institutions"
8611,Business Associations,813910,Business Associations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations"
8621,Professional Organizations,813920,Professional Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations"
8631,Labor Organizations,813930,Labor Unions and Similar Labor Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations"
8641,Civic and Social Associations,813319,Other Social Advocacy Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Social Advocacy Organizations
8641,Civic and Social Associations,813410,Civic and Social Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Civic and Social Organizations
8641,Civic and Social Associations,813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations"
8641,Civic and Social Associations,921150,American Indian and Alaska Native Tribal Governments ,Public Administration,"Executive, Legislative, and Other General Government Suppor","Executive, Legislative, and Other General Government Suppor"
8651,Political Organizations,813940,Political Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations"
8661,Religious Organizations,813110,Religious Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Religious Organizations
8699,"Membership Organizations, Nec",561599,All Other Travel Arrangement and Reservation Services ,Administrative and Support and Waste Management and Remediation Services,Administrative and Support Services,Travel Arrangement and Reservation Services
8699,"Membership Organizations, Nec",813312,"Environment, Conservation and Wildlife Organizations ",Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Social Advocacy Organizations
8699,"Membership Organizations, Nec",813410,Civic and Social Organizations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations",Civic and Social Organizations
8699,"Membership Organizations, Nec",813910,Business Associations ,Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations"
8699,"Membership Organizations, Nec",813990,"Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",Other Services (except Public Administration),"Religious, Grantmaking, Civic, Professional, and Similar Organizations","Business, Professional, Labor, Political, and Similar Organizations"
8711,Engineering Services,541330,Engineering Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services"
8712,Architectural Services,541310,Architectural Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services"
8713,Surveying Services,541360,Geophysical Surveying and Mapping Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services"
8713,Surveying Services,541370,Surveying and Mapping (except Geophysical) Services,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Architectural, Engineering, and Related Services"
8721,"Accounting, Auditing, and Bookkeeping",541211,Offices of Certified Public Accountants ,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
8721,"Accounting, Auditing, and Bookkeeping",541214,Payroll Services ,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
8721,"Accounting, Auditing, and Bookkeeping",541219,Other Accounting Services ,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Accounting, Tax Preparation, Bookkeeping, and Payroll Services"
8731,Commercial Physical Research,541713,Research and Development in Nanotechnology ,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Scientific Research and Development Services
8731,Commercial Physical Research,541714,Research and Development in Biotechnology (except Nanobiotechnology),"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Scientific Research and Development Services
8731,Commercial Physical Research,541715,"Research and Development in the Physical, Engineering, and Life Sciences (except Nanotechnology and Biotechnology) ","Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Scientific Research and Development Services
8732,Commercial Nonphysical Research,541720,Research and Development in the Social Sciences and Humanities ,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Scientific Research and Development Services
8732,Commercial Nonphysical Research,541910,Marketing Research and Public Opinion Polling,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services","Other Professional, Scientific, and Technical Services"
8733,Noncommercial Research Organizations,541713,Research and Development in Nanotechnology ,"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Scientific Research and Development Services
8733,Noncommercial Research Organizations,541714,Research and Development in Biotechnology (except Nanobiotechnology),"Professional, Scientific, and Technical Services","Professional, Scientific, and Technical Services",Scientific Research and Development Services
